"009294","嘉实致益纯债债券"
"008952","中信建投桂企债A"
"009994","嘉实创新先锋混合A"
"121003","国投瑞银核心企业混合"
"006304","中加颐鑫纯债债券"
"008626","南方0-5年江苏城投债A"
"008436","长信中证转债及可交换债50指数C"
"009253","蜂巢添元纯债C"
"398011","中海分红增利混合"
"006661","永赢昌益债券C"
"007958","华泰柏瑞益通三个月定开债"
"009781","南方产业优势两年混合C"
"009923","华夏鼎富债券C"
"005011","金鹰添瑞中短债C"
"005420","中欧聚瑞债券C"
"005710","兴业嘉润3个月定开债"
"005898","浦银安盛盛泽定开债券"
"005749","银河庭芳3个月定开债券"
"007259","民生加银1-3年农发行债"
"008266","华夏鼎明债券A"
"006173","万家鑫悦纯债C"
"006827","中加瑞鑫纯债债券"
"007104","易方达恒利定期开放债券"
"006547","红塔红土盛弘混合A"
"006242","宝盈盈润纯债债券"
"007037","海富通聚合纯债"
"008588","淳厚中短债债券C"
"008027","工银泰和39个月定开债券A"
"009922","华夏鼎富债券A"
"004729","中欧瑾泰债券C"
"006054","中航瑞景3个月定开C"
"007530","嘉实汇鑫中短债C"
"007253","广发中债农发债总指数C"
"008336","宝盈祥裕增强回报混合A"
"010310","德邦锐裕利率债债券C"
"005722","前海联合泓瑞定开债券"
"006807","西部利得添盈短债债券C"
"006806","西部利得添盈短债债券A"
"003277","信诚稳瑞债券A"
"000188","华泰柏瑞丰盛纯债债券C"
"007772","浦银安盛盛煊定开债券"
"007480","中加优享纯债债券"
"007846","华富中债-0-5年中高等级信用债指数A"
"009288","惠升和裕纯债债券C"
"007691","永赢泽利一年定开"
"162509","国联安中证100指数(LOF)"
"006788","金鹰添鑫定开债发起式"
"007011","国寿安保中债1-3年指数C"
"001968","光大尊盈半年定开债A"
"008921","国泰聚鑫纯债债券"
"009821","嘉实浦惠6个月持有期混合C"
"004547","华夏稳定双利债券A"
"007408","鹏扬淳开债券A"
"007201","民生加银聚益纯债"
"006946","宝盈聚享定期开放债券"
"008206","国泰聚瑞纯债债券"
"007312","方正富邦添利纯债C"
"006913","南方华元A"
"003978","中信建投稳祥A"
"008506","浙商中短债债券C"
"010177","中加新兴消费混合C"
"009952","广发稳健回报混合C"
"007406","银河睿鑫债券"
"009702","鹏华中债1-3年农发行债券指数A"
"006927","浙商汇金聚鑫定开债发起式"
"007225","浙商惠泉3个月定开债C"
"008302","永赢易弘债券"
"000839","上投摩根纯债丰利债券A"
"001776","中欧兴利债券"
"003514","国寿安保安享纯债"
"007348","永赢昌利债券C"
"007169","易方达中债1-3年国开债A"
"007692","永赢鼎利债券A"
"860012","光大阳光稳债收益12个月持有债券A"
"006180","中加颐合纯债债券"
"006411","中加颐智纯债债券"
"008040","鹏华0-5年利率发起式债券"
"008367","富国亚洲收益债券(QDII)人民币"
"009284","上银慧丰利债券"
"008394","方正富邦恒利纯债A"
"009826","民生加银家盈6个月持有期债券A"
"009554","建信中债1-3年农发行债券指数A"
"009359","兴业稳健双利一年持有期债券C"
"007170","易方达中债1-3年国开债C"
"008364","广发中债3-5年政金债指数A"
"206015","鹏华纯债债券"
"610108","信达澳银信用债债券C"
"001960","兴银瑞益"
"002684","民生加银鑫安纯债A"
"003979","中信建投稳祥C"
"000201","诺安泰鑫一年定开债A"
"008953","中信建投桂企债C"
"009192","中信保诚景裕中短债C"
"010449","广发恒悦债券A"
"009995","嘉实创新先锋混合C"
"009301","恒生前海短债债券A"
"009615","南方0-2年国开债A"
"550013","中信保诚景华债券C"
"519762","交银裕通纯债债券A"
"005375","建信睿和纯债定开债"
"008648","嘉实致业一年定期纯债债券"
"009422","工银彭博国开债1-3年指数C"
"001989","南方纯元C"
"006116","国泰丰祺纯债债券"
"007323","永赢久利债券"
"007366","易方达中债3-5年政金融债指数A"
"006841","嘉实致享纯债债券"
"009555","建信中债1-3年农发行债券指数C"
"007997","易方达年年恒秋一年定开债A"
"009421","工银彭博国开债1-3年指数A"
"007426","浙商汇金聚盈中短债A"
"008650","华泰柏瑞益商一年定开债券"
"008365","广发中债3-5年政金债指数C"
"008409","景顺长城景泰裕利纯债债券"
"005838","创金合信中债1-3年政金债A"
"010451","广发恒悦债券E"
"009081","中信保诚嘉丰一年定开债发起式"
"008684","宝盈盈旭纯债债券A"
"008337","宝盈祥裕增强回报混合C"
"007122","工银1-3年国开债指数A"
"519682","交银增利债券C"
"519784","交银境尚收益债券A"
"005501","华安安逸半年定开债"
"007010","国寿安保中债1-3年指数A"
"007681","鹏华丰登债券"
"008815","红塔红土盛平中短债债券A"
"008454","中信保诚中债1-3年国开行A"
"006577","永赢诚益债券C"
